order_id,customer_id,order_date,ship_date,state,product_category,quantity,unit_price,discount,returned,payment_status
104830,C01046,2025-05-17,2025-05-26,CA,Sports,7,299.05,0.1,False,Paid
104831,C00322,2025-11-01,2025-11-10,OR,Sports,7,331.85,0.1,False,Paid
104832,C01169,2025-06-12,2025-06-17,CA,Sports,7,198.38,0.2,False,Paid
104833,C00710,2025-03-17,2025-03-26,CA,Books,4,186.19,0.2,False,Paid
104834,C02930,2025-02-12,2025-02-20,TX,Books,3,1319.76,0.0,False,Paid
104835,C01583,2025-11-17,2025-11-18,AZ,Electronics,3,836.4,0.2,False,Paid
104836,C00411,2025-09-16,2025-09-24,OR,Furniture,1,937.04,0.15,False,Paid
104837,C00203,2025-06-18,2025-06-24,CA,Electronics,1,438.85,0.15,True,Paid
104838,C02552,2025-03-18,2025-03-24,FL,Electronics,7,92.68,0.2,False,Paid
104839,C02794,2025-02-05,2025-02-07,NY,electronics,2,1452.73,0.05,False,Paid
104840,C02289,2025-02-25,2025-03-06,TX,Sports,5,90.5,0.2,False,Pending
104841,C00372,2025-02-08,2025-02-11,NY,Sports,2,1235.71,0.15,True,Paid
104842,C00295,2025-07-13,2025-07-17,TX,Electronics,5,1000.98,0.15,False,Pending
104843,C00594,2025-03-14,2025-03-17,FL,Clothing,4,617.21,0.15,False,Paid
104844,C02253,2025-02-16,2025-02-25,CO,Electronics,1,1122.43,0.15,False,Paid
104845,C02296,2025-04-14,2025-04-19,WA,Electronics,3,1149.45,0.1,False,Paid
104846,C02513,2025-09-13,2025-09-15,FL,Electronics,6,1318.65,0.2,False,Paid
104847,C00291,2025-07-01,2025-07-02,CA,Clothing,6,821.94,0.0,False,Paid
104848,C00460,2025-02-26,2025-03-07,OR,Electronics,3,328.42,0.0,False,Paid
104849,C02700,2025-10-01,2025-10-04,CO,Sports,3,863.14,0.15,False,Paid
104850,C02786,2025-06-28,2025-07-05,CA,Books,6,157.98,0.1,False,Paid
104851,C02177,2025-03-10,2025-03-11,CO,Books,3,570.58,0.05,False,Paid
104852,C00319,2025-09-10,2025-09-19,Calif,Books,1,919.45,0.1,False,Paid
104853,C00206,2025-12-29,2026-01-04,,Sports,1,385.31,0.0,False,Paid
104854,C00167,2025-07-17,2025-07-20,TX,Books,3,1298.97,0.0,False,Paid
104855,C02075,2025-02-28,2025-03-09,CA,Books,2,1464.32,0.0,True,Paid
104856,C02538,2025-04-23,2025-04-26,WA,Furniture,1,123.11,0.2,False,Paid
104857,C01895,2025-08-07,2025-08-16,NY,Sports,6,316.78,0.05,False,Paid
104858,C00787,2025-12-31,2026-01-06,FL,Furniture,4,714.79,0.2,False,Failed
104859,C02272,2025-12-06,2025-12-11,WA,Books,5,66.53,0.1,True,Paid
104860,C00178,2025-12-07,2025-12-08,OR,Electronics,1,148.46,0.05,False,Paid
104861,C02484,2025-10-31,2025-11-03,TX,Clothing,3,1351.95,0.0,False,Paid
104862,C02675,2025-07-29,2025-07-30,FL,Furniture,4,77.84,0.0,False,Paid
104863,C02155,2025-08-25,2025-09-02,TX,Books,5,378.75,0.1,False,Paid
104864,C02637,2025-09-25,2025-09-26,AZ,Furniture,7,641.21,0.15,False,Paid
104865,C01758,2025-09-19,2025-09-21,TX,Books,4,40.48,0.2,True,Pending
104866,C01405,2025-08-22,2025-08-24,FL,Clothing,4,1217.78,0.0,False,Pending
104867,C00968,2025-02-18,2025-02-27,WA,Sports,7,1246.71,0.1,False,Paid
104868,C02765,2025-11-18,2025-11-27,CO,Clothing,3,598.06,0.0,False,Paid
104869,C02092,2025-01-04,2025-01-11,WA,Clothing,3,310.66,0.1,False,Paid
104870,C00572,2025-06-05,2025-06-06,CO,Furniture,2,1339.61,0.0,False,Pending
104871,C02870,2025-06-08,2025-06-13,AZ,Furniture,6,1021.05,0.05,True,Paid
104872,C00178,2025-12-30,2026-01-08,OR,Sports,1,790.55,0.1,False,Paid
104873,C01762,2025-02-02,2025-02-03,OR,Furniture,2,594.67,0.1,False,Paid
104874,C00572,2025-06-23,2025-07-01,WA,Books,3,813.52,0.0,False,Pending
104875,C01993,2025-05-11,2025-05-12,OR,Electronics,4,381.77,0.15,False,Paid
104876,C01238,2025-02-05,2025-02-13,OR,Furniture,1,679.9,0.1,False,Paid
104877,C01311,2025-03-23,2025-03-28,TX,Electronics,4,1031.99,0.2,True,Paid
104878,C02014,2025-06-04,2025-06-12,WA,Books,7,622.92,0.15,False,Paid
104879,C02268,2025-12-01,2025-12-05,CO,Clothing,1,1030.58,0.2,False,Paid
104880,C01140,2025-05-22,2025-05-30,CO,Electronics,4,1110.7,0.0,False,Pending
104881,C02993,2025-11-18,2025-11-26,CA,Electronics,5,1133.03,0.1,False,Paid
104882,C01495,2025-09-25,2025-09-28,FL,Books,3,858.08,0.2,True,Paid
104883,C00482,2025-10-26,2025-11-01,TX,Books,5,284.74,0.0,False,Paid
104884,C00020,2025-11-08,2025-11-13,FL,Furniture,3,1053.83,0.05,False,Paid
104885,C00608,2025-09-18,2025-09-22,NY,Sports,2,1230.73,0.15,False,Paid
104886,C02073,2025-09-25,2025-10-03,CO,Furniture,6,150.49,0.0,False,Paid
104887,C01618,2025-02-26,2025-03-01,FL,Books,7,1344.99,0.2,False,Paid
104888,C01014,2025-09-19,2025-09-21,AZ,Sports,3,1412.54,0.2,False,Paid
104889,C01444,2025-01-18,2025-01-23,AZ,Clothing,1,1005.67,0.2,False,Paid
104890,C02514,2025-09-27,2025-10-05,FL,Books,2,175.49,0.15,False,Pending
104891,C01715,2025-08-27,2025-08-29,OR,Furniture,7,984.0,0.2,False,Paid
104892,C00175,2025-10-04,2025-10-08,WA,Books,7,540.54,0.2,False,Paid
104893,C00148,2025-08-23,2025-08-30,WA,Furniture,4,462.43,0.05,False,Paid
104894,C01446,2025-05-15,2025-05-20,WA,Books,7,64.78,0.0,False,Paid
104895,C01213,2025-05-15,2025-05-21,WA,Books,2,1090.0,0.2,False,Paid
104896,C02551,2025-08-06,2025-08-11,WA,Clothing,3,854.35,0.1,False,Paid
104897,C01749,2025-06-22,2025-06-30,NY,Electronics,1,681.68,0.0,False,Paid
104898,C02270,2025-05-05,2025-05-13,WA,Sports,4,589.15,0.1,False,Paid
104899,C01755,2025-06-28,2025-07-03,WA,Sports,5,623.66,0.0,False,Paid
104900,C01036,2025-07-15,2025-07-19,FL,Books,7,685.11,0.1,False,Pending
104901,C01972,2025-03-29,2025-04-01,WA,Furniture,6,721.46,0.15,False,Paid
104902,C01864,2025-08-21,2025-08-25,CA,Furniture,5,155.54,0.0,False,Paid
104903,C02160,2025-04-25,2025-05-03,CA,Furniture,5,576.68,0.0,False,Paid
104904,C00568,2025-04-08,2025-04-13,AZ,Furniture,5,105.41,0.2,True,Paid
104905,C01925,2025-06-02,2025-06-09,CO,Electronics,3,1166.14,0.05,False,Failed
104906,C00857,2025-02-07,2025-02-11,FL,Electronics,4,788.14,0.0,False,Paid
104907,C02370,2025-08-09,2025-08-16,CA,Clothing,2,1201.28,0.0,False,Paid
104908,C02395,2025-09-25,2025-10-02,NY,Books,1,649.69,0.05,False,Paid
104909,C01874,2025-12-15,2025-12-20,WA,Electronics,6,238.12,0.0,False,Paid
104910,C02840,2025-04-14,2025-04-23,WA,Furniture,4,456.37,0.0,False,Paid
104911,C01612,2025-07-16,2025-07-24,CO,Books,7,358.45,0.05,False,Paid
104912,C00076,2025-07-03,2025-07-05,AZ,Electronics,1,665.46,0.15,False,Paid
104913,C01818,2025-09-24,2025-09-27,FL,Electronics,3,1185.48,0.1,False,Paid
104914,C02333,2025-08-17,2025-08-26,NY,Books,2,183.78,0.15,False,Pending
104915,C00304,2025-10-22,2025-10-26,NY,Furniture,6,606.15,0.05,False,Paid
104916,C00314,2025-11-07,2025-11-10,CO,Furniture,3,146.77,0.0,False,Paid
104917,C00820,2025-02-11,2025-02-19,FL,Electronics,5,593.27,0.1,False,Paid
104918,C02532,2025-05-10,2025-05-16,NY,Clothing,1,877.96,0.2,False,Paid
104919,C01582,2025-08-27,2025-08-29,CA,Books,4,112.77,0.15,True,Paid
104920,C02929,2025-07-18,2025-07-19,CO,Books,4,109.3,0.05,False,Paid
104921,C02619,2025-06-25,2025-07-03,AZ,Sports,5,1098.46,0.0,False,Paid
104922,C01664,2025-03-05,2025-03-12,WA,Sports,5,617.17,0.0,False,Paid
104923,C02037,2025-07-28,2025-08-01,WA,Sports,1,533.56,0.2,False,Pending
104924,C00993,2025-09-28,2025-10-06,CO,Sports,1,1032.62,0.05,False,Paid
104925,C00272,2025-01-15,2025-01-17,CO,Clothing,1,136.3,0.0,False,Failed
104926,C01196,2025-08-04,2025-08-12,OR,Furniture,2,1290.98,0.05,True,Paid
104927,C01777,2025-11-27,2025-11-28,TX,Books,6,1165.38,0.2,False,Paid
104928,C00547,2025-07-29,2025-08-04,AZ,Books,2,590.57,0.1,True,Paid
104929,C00665,2025-12-14,2025-12-22,FL,Electronics,7,708.37,0.2,False,Paid
104930,C00045,2025-05-09,2025-05-15,CO,Electronics,1,602.6,0.1,False,Pending
104931,C02202,2025-01-02,2025-01-10,NY,Sports,4,1179.99,0.2,False,Paid
104932,C02698,2025-09-06,2025-09-10,NY,Electronics,6,53.2,0.05,False,Paid
104933,C02482,2025-03-19,2025-03-22,TX,Books,1,1010.37,0.1,False,Paid
104934,C01140,2025-01-04,2025-01-07,NY,Books,4,460.8,0.1,False,Paid
104935,C01780,2025-03-07,2025-03-09,WA,Electronics,1,1171.53,0.15,False,Paid
104936,C02882,2025-12-07,2025-12-10,TX,Sports,6,1476.02,0.0,False,Paid
104937,C01774,2025-10-13,2025-10-16,AZ,Electronics,4,425.68,0.0,True,Paid
104938,C00888,2025-04-11,2025-04-18,,Furniture,7,674.32,0.05,False,Paid
104939,C01016,2025-08-07,2025-08-09,TX,Clothing,5,825.91,0.2,False,Paid
104940,C02181,2025-05-04,2025-05-06,CO,Sports,3,831.06,0.2,False,Pending
104941,C01339,2025-03-06,2025-03-13,CO,Electronics,2,243.29,0.0,False,Paid
104942,C02512,2025-12-27,2026-01-01,OR,Electronics,2,879.04,0.1,False,Paid
104943,C02592,2025-10-25,2025-10-27,WA,Furniture,1,1088.63,0.1,False,Paid
104944,C00108,2025-05-13,2025-05-20,TX,Sports,3,1416.6,0.2,False,Paid
104945,C02170,2025-05-10,2025-05-12,FL,Clothing,6,1090.82,0.1,True,Paid
104946,C01110,2025-10-25,2025-11-02,NY,Furniture,3,908.93,0.15,False,Paid
104947,C01559,2025-06-18,2025-06-19,NY,Electronics,2,357.54,0.15,True,Paid
104948,C00795,2025-05-18,2025-05-24,AZ,Books,1,155.9,0.1,True,Pending
104949,C01105,2025-05-22,2025-05-28,OR,Sports,4,955.16,0.15,False,Paid
104950,C00991,2025-06-13,2025-06-17,FL,Books,2,941.52,0.0,False,Paid
104951,C00152,2025-07-10,2025-07-17,FL,Clothing,6,1260.64,0.05,True,Paid
104952,C02348,2025-01-15,2025-01-19,AZ,Books,3,674.69,0.2,True,Paid
104953,C00429,2025-06-25,2025-07-01,FL,Sports,1,266.34,0.0,False,Paid
104954,C01128,2025-06-10,2025-06-13,CA,Clothing,2,344.84,0.1,False,Paid
104955,C00579,2025-04-11,2025-04-17,NY,Clothing,4,719.83,0.15,False,Paid
104956,C00482,2025-05-10,2025-05-17,CO,Clothing,1,474.96,0.1,False,Pending
104957,C01120,2025-06-04,2025-06-13,NY,Clothing,1,278.6,0.2,False,Paid
104958,C02756,2025-05-14,2025-05-18,NY,Sports,7,170.7,0.2,True,Paid
104959,C02832,2025-11-28,2025-12-03,NY,Clothing,3,624.4,0.0,False,Paid
104960,C01145,2025-07-12,2025-07-17,NY,Books,6,512.9,0.1,False,Paid
104961,C01515,2025-07-03,2025-07-11,OR,Books,7,1448.26,0.15,False,Pending
104962,C02957,2025-04-06,2025-04-15,CO,Clothing,1,1286.06,0.15,False,Paid
104963,C00705,2025-12-01,2025-12-07,CA,Furniture,5,283.4,0.1,True,Pending
104964,C02834,2025-01-09,2025-01-17,AZ,Sports,6,1132.5,0.1,True,Paid
104965,C00318,2025-07-20,2025-07-21,TX,Sports,1,725.49,0.05,False,Paid
104966,C00678,2025-03-03,2025-03-10,TX,Furniture,3,1389.89,0.05,False,Paid
104967,C01015,2025-10-08,2025-10-16,NY,Books,1,916.23,0.0,False,Paid
104968,C00112,2025-05-19,2025-05-26,FL,Sports,1,313.95,0.2,False,Paid
104969,C02447,2025-04-18,2025-04-24,CO, furniture ,3,301.99,0.15,False,Paid
104970,C02566,2025-01-22,2025-01-31,WA,Sports,2,1451.28,0.05,True,Paid
104971,C01150,2025-10-16,2025-10-22,CA,Furniture,7,1378.23,0.0,True,Paid
104972,C02509,2025-05-25,2025-06-02,WA,Sports,2,729.46,0.1,False,Paid
104973,C02317,2025-04-07,2025-04-09,NY,Electronics,6,850.27,0.2,False,Paid
104974,C02404,2025-11-05,2025-11-11,WA,Sports,1,825.18,0.2,True,Paid
104975,C02408,2025-01-08,2025-01-12,WA,Clothing,5,1147.58,0.05,False,Paid
104976,C01720,2025-06-21,2025-06-29,CO,Clothing,5,716.98,0.1,True,Paid
104977,C00333,2025-02-28,2025-03-08,NY,Sports,2,192.72,0.1,False,Paid
104978,C02770,2025-02-16,2025-02-24,FL,Furniture,4,493.18,0.1,False,Paid
104979,C01826,2025-01-08,2025-01-10,FL,Sports,7,856.73,0.05,True,Paid
104980,C02703,2025-03-10,2025-03-15,OR,Electronics,5,533.1,0.2,False,Paid
104981,C02877,2025-12-12,2025-12-13,FL,Sports,6,1222.19,0.15,False,Paid
104982,C00562,2025-06-12,2025-06-21,CO,Sports,3,1422.38,0.2,False,Paid
104983,C01207,2025-12-31,2026-01-03,FL,Electronics,2,370.58,0.0,False,Pending
104984,C00578,2025-04-08,2025-04-14,WA,Sports,4,1334.83,0.15,False,Paid
104985,C00153,2025-10-06,2025-10-11,AZ,Sports,3,1076.4,0.05,False,Paid
104986,C02899,2025-02-02,2025-02-11,TX,Clothing,7,884.56,0.15,False,Paid
104987,C02769,2025-02-09,2025-02-17,CA,Sports,3,204.28,0.1,False,Paid
104988,C02795,2025-01-06,2025-01-13,OR,Electronics,5,622.32,0.1,True,Paid
104989,C02651,2025-11-25,2025-12-01,NY,ELECTRONICS,5,1493.08,0.1,False,Paid
104990,C01946,2025-09-03,2025-09-05,OR,Books,3,976.04,0.05,False,Paid
104991,C01566,2025-09-29,2025-10-08,WA,Sports,3,891.61,0.1,False,Paid
104992,C02974,2025-12-05,2025-12-06,WA,Electronics,6,63.07,0.2,False,Paid
104993,C01657,2025-05-02,2025-05-07,CO,Clothing,2,488.12,0.0,False,Paid
104994,C01927,2025-09-21,2025-09-25,WA,Books,3,737.35,0.0,False,Paid
104995,C00636,2025-07-03,2025-07-07,AZ,Sports,5,966.08,0.0,False,Paid
104996,C02240,2025-07-18,2025-07-27,WA,Books,1,1287.1,0.1,False,Paid
104997,C02458,2025-08-30,2025-09-02,CA,Sports,5,692.52,0.05,False,Paid
104998,C02035,2025-06-21,2025-06-27,CA,Sports,6,418.94,0.1,False,Paid
104999,C01496,2025-01-09,2025-01-11,TX,Furniture,4,429.11,0.0,False,Paid
105000,C00594,2025-01-28,2025-02-06,AZ,Books,5,215.34,0.0,False,Paid
105001,C00102,2025-07-03,2025-07-10,OR,Clothing,4,226.85,0.05,False,Paid
105002,C01882,2025-07-28,2025-08-01,FL,Books,5,464.92,0.15,False,Paid
105003,C02049,2025-09-25,2025-09-26,CO,Furniture,1,1152.21,0.0,False,Pending
105004,C02318,2025-07-28,2025-07-30,CA,Furniture,5,625.7,0.1,False,Paid
105005,C02851,2025-03-10,2025-03-13,CA,Electronics,4,1290.75,0.1,False,Paid
105006,C01492,2025-05-14,2025-05-18,CO,Sports,1,1424.24,0.05,False,Paid
105007,C02487,2025-06-11,2025-06-19,NY,Sports,6,122.38,0.0,False,Paid
105008,C02149,2025-12-26,2025-12-28,NY,Furniture,2,1069.13,,False,Paid
105009,C00832,2025-07-14,2025-07-20,WA,Furniture,5,137.05,0.1,True,Paid
105010,C02535,2025-08-20,2025-08-24,AZ,Clothing,6,116.87,0.1,False,Paid
105011,C00160,2025-09-26,2025-09-27,FL,Sports,7,420.9,0.15,False,Paid
105012,C01797,2025-05-13,2025-05-19,WA,Furniture,5,161.39,0.0,True,Paid
105013,C02821,2025-12-19,2025-12-26,FL,Clothing,6,997.83,0.15,False,Paid
105014,C01977,2025-09-04,2025-09-13,CA,Electronics,5,1077.02,0.0,False,Paid
105015,C02811,2025-11-06,,TX,Books,6,962.5,0.1,False,Paid
105016,C00169,2025-10-01,2025-10-04,TX,Books,7,867.28,0.0,False,Paid
105017,C01597,2025-08-15,2025-08-23,AZ,Sports,4,1174.05,0.0,False,Paid
105018,C02342,2025-01-12,2025-01-15,FL,Books,3,1161.14,0.1,False,Paid
105019,C01927,2025-08-02,2025-08-09,CA,Sports,2,1306.68,0.1,False,Paid
105020,C02641,2025-02-17,2025-02-26,CO,Books,7,1042.86,0.05,False,Paid
105021,C01388,2025-08-09,2025-08-10,AZ,Clothing,7,540.25,0.05,False,Paid
105022,C02048,2025-09-14,2025-09-23,OR,Furniture,5,791.77,0.0,False,Pending
105023,C01259,2025-07-18,2025-07-20,TX,Books,5,740.99,0.1,False,Paid
105024,C02616,2025-04-23,2025-04-28,OR,Electronics,2,170.72,0.1,False,Paid
105025,C00359,2025-01-22,2025-01-25,NY,Clothing,7,1219.5,0.2,True,Paid
105026,C00763,2025-09-02,2025-09-04,FL,Sports,1,1370.15,0.1,False,Paid
105027,C00291,2025-09-12,2025-09-19,WA,Sports,5,1476.77,0.1,False,Paid
105028,C02106,2025-06-24,2025-06-29,CA,Sports,2,379.47,0.2,False,Paid
105029,C00698,2025-09-19,2025-09-24,NY,Clothing,4,152.5,0.2,False,Paid
105030,C00952,2025-10-12,2025-10-17,FL,Books,1,175.45,0.1,False,Paid
105031,C02510,2025-07-07,2025-07-14,WA,Furniture,1,1208.4,0.05,False,Paid
105032,C01081,2025-01-18,2025-01-27,FL,Electronics,3,951.3,0.05,True,Paid
105033,C00438,2025-11-14,2025-11-19,NY,Sports,3,1136.62,0.05,False,Pending
105034,C00063,2025-06-20,2025-06-22,NY,Furniture,7,1358.74,0.1,False,Paid
105035,C00680,2025-09-03,2025-09-06,CA,Clothing,5,347.14,0.0,False,Paid
105036,C02744,2025-11-29,2025-12-04,WA,Clothing,1,552.49,0.1,True,Paid
105037,C01646,2025-05-13,,WA,Furniture,7,1190.63,0.0,False,Paid
105038,C02984,2025-08-16,2025-08-19,,Books,5,396.49,0.2,False,Paid
105039,C00646,2025-01-08,2025-01-10,AZ,Furniture,6,764.0,0.0,False,Paid
105040,C01055,2025-11-20,2025-11-29,AZ,Sports,7,670.74,0.2,False,Paid
105041,C00490,2025-01-22,2025-01-26,OR,Electronics,4,897.0,0.2,False,Paid
105042,C01195,2025-07-17,2025-07-25,WA,Books,2,1482.42,0.2,False,Paid
105043,C01690,2025-05-09,2025-05-14,OR,Books,4,164.54,0.1,False,Paid
105044,C02424,2025-01-14,2025-01-19,AZ,Electronics,5,732.12,0.15,False,Paid
105045,C01104,2025-06-18,2025-06-27,NY,Sports,1,1438.89,0.2,False,Paid
105046,C02314,2025-12-08,2025-12-15,NY,Clothing,7,528.34,0.2,False,Paid
105047,C01878,2025-03-02,2025-03-05,OR,Electronics,3,1113.49,0.2,False,Paid
105048,C00876,2025-04-17,2025-04-20,FL,Sports,5,1394.61,0.1,False,Paid
105049,C02736,2025-03-11,2025-03-17,AZ,Sports,7,368.51,0.15,False,Pending
105050,C01303,2025-02-15,2025-02-16,FL,Books,7,131.26,0.05,False,Paid
105051,C00453,2025-03-26,2025-03-28,OR,Sports,6,122.78,0.2,False,Paid
105052,C02888,2025-07-28,2025-07-29,AZ,Sports,3,118.76,0.1,False,Paid
105053,C02740,2025-10-12,2025-10-19,CO,Sports,4,532.28,0.05,False,Pending
105054,C00149,2025-09-09,2025-09-13,AZ,Sports,4,198.06,0.05,False,Paid
105055,C02707,2025-10-09,2025-10-10,CO,Clothing,7,613.49,0.2,False,Paid
105056,C02842,2025-09-19,2025-09-26,WA,Sports,1,1133.65,0.0,False,Pending
105057,C02487,2025-05-20,2025-05-26,,Electronics,1,454.36,0.15,False,Paid
105058,C00765,2025-11-25,2025-12-02,TX,Sports,1,724.33,0.05,False,Paid
105059,C01894,2025-03-04,2025-03-06,WA,Furniture,7,199.78,0.1,False,Paid
105060,C01615,2025-09-13,2025-09-21,FL,Clothing,4,1050.45,0.1,True,Paid
105061,C01860,2025-02-10,2025-02-12,FL,Sports,5,483.34,0.15,True,Paid
105062,C01849,2025-10-07,2025-10-13,CA,Electronics,1,211.49,0.05,True,Paid
105063,C01917,2025-02-01,2025-02-07,AZ,Sports,1,1432.46,0.2,True,Paid
105064,C01542,2025-03-20,2025-03-22,TX,Furniture,5,1156.74,0.2,False,Paid
105065,C02071,2025-05-23,2025-05-27,TX,Sports,5,981.97,0.2,False,Paid
105066,C01580,2025-09-11,2025-09-12,NY,Sports,3,1087.27,0.1,False,Paid
105067,C00050,2025-01-17,2025-01-22,TX,Electronics,1,643.98,0.0,False,Pending
105068,C00106,2025-04-04,2025-04-11,CO,Furniture,4,454.51,0.1,True,Paid
105069,C02874,2025-05-02,2025-05-05,TX,Books,5,754.98,0.0,True,Paid
105070,C02727,2025-09-24,2025-09-29,TX,Furniture,2,1239.63,0.15,True,Pending
105071,C01757,2025-12-17,2025-12-26,AZ,Clothing,3,1446.05,0.05,False,Paid
105072,C00524,2025-08-13,2025-08-16,WA,Electronics,6,911.87,0.0,False,Paid
105073,C02344,2025-07-05,2025-07-08,FL,Sports,2,570.78,0.2,False,Paid
105074,C00430,2025-05-03,2025-05-05,FL,Electronics,1,1080.13,0.15,True,Failed
105075,C01132,2025-10-28,2025-11-02,TX,Furniture,5,1048.63,0.0,False,Paid
105076,C00990,2025-02-09,2025-02-11,NY,Clothing,1,378.72,0.2,False,Paid
105077,C00038,2025-02-17,2025-02-25,NY,Sports,4,658.92,0.15,False,Paid
105078,C02421,2025-03-15,2025-03-18,CA,Clothing,4,209.68,0.05,False,Paid
105079,C01529,2025-04-08,2025-04-14,AZ,Books,1,609.39,0.05,True,Paid
105080,C00949,2025-06-18,2025-06-20,AZ,Clothing,5,1146.5,0.1,False,Paid
105081,C01522,2025-12-12,2025-12-15,CO,Furniture,6,477.72,0.2,False,Paid
105082,C00001,2025-08-26,2025-08-28,CA,Electronics,7,953.22,0.1,False,Paid
105083,C01311,2025-05-20,2025-05-25,TX,Sports,2,498.2,0.2,False,Paid
105084,C01559,2025-03-19,2025-03-20,AZ,Clothing,3,229.18,0.0,False,Paid
105085,C01019,2025-08-25,2025-08-26,WA,Sports,5,1114.67,0.1,False,Paid
105086,C02491,2025-04-03,2025-04-08,FL,Furniture,5,888.08,0.0,False,Paid
105087,C00750,2025-12-23,2025-12-28,WA,Furniture,5,1239.93,0.05,False,Paid
105088,C00414,2025-06-24,2025-06-27,TX,Clothing,3,1021.64,0.1,False,Paid
105089,C01583,2025-07-21,2025-07-25,NY,Furniture,1,1227.62,0.2,False,Paid
105090,C02661,2025-11-26,2025-11-30,TX,Books,1,240.87,0.05,False,Paid
105091,C01126,2025-04-22,2025-04-29,TX,Sports,7,925.73,0.05,False,Paid
105092,C00140,2025-06-22,2025-06-27,NY,Books,3,557.39,0.2,False,Paid
105093,C02909,2025-07-14,2025-07-22,TX,Furniture,4,1122.29,0.1,False,Pending
105094,C01333,2025-04-09,2025-04-11,TX,Electronics,5,874.33,0.15,False,Paid
105095,C00519,2025-01-20,,AZ,Electronics,2,90.73,0.2,True,Paid
105096,C01847,2025-04-14,2025-04-18,NY,Books,3,804.98,0.0,False,Paid
105097,C00959,2025-02-11,2025-02-12,NY,Books,4,1118.99,0.15,False,Paid
105098,C02813,2025-09-04,,TX,Sports,1,401.55,0.0,False,Paid
105099,C00882,2025-01-03,2025-01-07,TX,Clothing,5,985.24,0.2,False,Pending
105100,C01650,2025-04-26,2025-04-30,OR,Furniture,2,1262.98,0.1,False,Paid
105101,C01630,2025-11-19,2025-11-24,OR,Sports,1,107.1,0.1,False,Paid
105102,C00728,2025-07-27,2025-07-28,OR,Clothing,5,871.25,0.0,False,Paid
105103,C01498,2025-09-03,2025-09-07,TX,Sports,3,1332.53,0.15,False,Paid
105104,C00328,2025-09-02,2025-09-11,CO,Electronics,6,198.37,0.1,True,Paid
105105,C01931,2025-04-19,2025-04-25,WA,Clothing,4,411.18,0.2,False,Paid
105106,C02275,2025-08-19,2025-08-25,AZ,Sports,1,942.63,0.0,False,Paid
105107,C02850,2025-03-22,2025-03-27,OR,Sports,5,881.92,0.15,False,Failed
105108,C00978,2025-08-20,2025-08-25,OR,Electronics,1,1192.16,0.2,False,Paid
105109,C00856,2025-09-07,2025-09-16,CA,Electronics,3,947.29,0.2,False,Paid
105110,C01646,2025-11-16,2025-11-25,FL,Books,5,868.01,0.15,False,Paid
105111,C02078,2025-12-02,2025-12-06,CA,Furniture,3,683.26,0.2,True,Paid
105112,C02977,2025-01-09,2025-01-18,FL,Clothing,3,126.59,0.0,False,Paid
105113,C00076,2025-04-20,2025-04-21,,Sports,2,890.72,0.0,False,Paid
105114,C00715,2025-07-19,2025-07-22,WA,Clothing,4,243.37,0.15,False,Paid
105115,C00787,2025-04-28,2025-05-01,CO,Books,3,1493.82,0.05,False,Paid
105116,C00766,2025-08-14,2025-08-21,FL,Books,7,126.97,0.15,False,Paid
105117,C01391,2025-11-08,2025-11-14,CA,Furniture,5,122.82,0.15,False,Paid
105118,C02618,2025-04-05,2025-04-10,TX,Electronics,7,1183.12,0.15,False,Paid
105119,C00093,2025-11-23,2025-11-26,FL,Books,3,160.74,0.2,False,Paid
105120,C02447,2025-11-18,,FL,Sports,7,613.56,0.05,False,Paid
105121,C01853,2025-11-30,2025-12-03,CA,Sports,2,1391.97,0.2,False,Paid
105122,C01845,2025-01-27,2025-02-01,FL,Clothing,3,1183.94,0.2,False,Paid
105123,C02035,2025-04-18,2025-04-22,AZ,Clothing,3,356.93,0.05,False,Paid
105124,C00347,2025-02-15,2025-02-23,CA,Electronics,5,384.03,0.05,False,Paid
105125,C02240,2025-02-13,2025-02-20,CO,Clothing,5,892.48,0.15,False,Pending
105126,C00745,2025-01-20,2025-01-22,NY,Clothing,1,734.79,0.2,False,Pending
105127,C01550,2025-06-10,2025-06-19,NY,Electronics,4,183.95,0.15,False,Paid
105128,C02030,2025-02-01,2025-02-07,CA,Sports,7,246.38,0.0,False,Paid
105129,C01812,2025-04-18,2025-04-22,NY,Sports,3,1206.32,0.1,False,Paid
105130,C00970,2025-12-25,2025-12-30,OR,Books,5,523.74,0.05,True,Paid
105131,C01188,2025-11-19,2025-11-21,WA,Electronics,5,1200.53,0.1,False,Paid
105132,C01430,2025-12-09,2025-12-10,AZ,Furniture,7,292.84,0.1,False,Paid
105133,C00124,2025-01-14,2025-01-18,TX,Clothing,5,903.15,0.2,False,Paid
105134,C02178,2025-08-30,2025-09-07,CA,Books,4,762.61,0.2,False,Paid
105135,C00300,2025-08-20,2025-08-24,OR,Furniture,1,496.31,0.1,False,Paid
105136,C01376,2025-02-18,2025-02-22,FL,Books,6,916.78,0.0,False,Paid
105137,C01965,2025-11-27,2025-12-06,TX,Books,3,195.56,0.0,False,Paid
105138,C00242,2025-05-28,2025-06-06,CO,Electronics,7,1286.14,0.0,False,Paid
105139,C02986,2025-12-23,2025-12-28,FL,Furniture,2,1117.64,0.1,False,Paid
105140,C01132,2025-02-11,2025-02-12,CO,Furniture,4,437.59,0.0,False,Paid
105141,C00048,2025-08-26,2025-09-02,OR,Clothing,6,874.43,0.0,False,Paid
